label,runtime,game,device_model,device_brand,android_release,android_sdk,webview_version,migo_version,harness_version,timestamp,fps_source,first_frame_ms,game_ready_ms,cpu_pct,pss_peak_kb,fps_median,fps_1pct_low
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T19:54:58Z,game-telemetry,320,769,42,204077,60,58
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T19:57:24Z,game-telemetry,479,805,130,399775,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:00:14Z,game-telemetry,235,332,74,86831,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:02:39Z,game-telemetry,380,377,174,230429,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:05:40Z,game-telemetry,370,518,125,242727,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:08:25Z,game-telemetry,229,390,0,96594,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:11:51Z,game-telemetry,345,520,125,241822,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:14:25Z,game-telemetry,220,401,45,111189,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:16:50Z,game-telemetry,347,662,130,399495,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:19:24Z,game-telemetry,325,726,44,206073,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:21:49Z,game-telemetry,469,503,184,231395,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:24:33Z,game-telemetry,220,331,70,87535,60,59
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:27:03Z,game-telemetry,218,390,44,110934,60,59
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:29:27Z,game-telemetry,344,509,127,241593,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:32:02Z,game-telemetry,323,736,44,205745,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:34:26Z,game-telemetry,488,819,129,399750,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:37:01Z,game-telemetry,218,333,85,86139,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:39:25Z,game-telemetry,357,361,182,230555,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:41:59Z,game-telemetry,341,529,126,242021,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:44:33Z,game-telemetry,220,403,46,109647,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:46:58Z,game-telemetry,348,640,128,399780,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:49:32Z,game-telemetry,298,686,43,203908,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-24T20:51:57Z,game-telemetry,487,500,181,229852,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.4,1.0.0,2026-08-24T20:54:37Z,game-telemetry,220,325,72,87684,60,59
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T05:43:19Z,game-telemetry,353,533,125,235764,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T05:45:56Z,game-telemetry,220,404,44,122705,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T05:48:17Z,game-telemetry,350,647,128,392781,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T05:50:59Z,game-telemetry,311,668,44,215467,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T05:53:21Z,game-telemetry,492,503,176,219268,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:05:20Z,game-telemetry,233,386,43,123987,60,59
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:07:42Z,game-telemetry,352,522,124,235899,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:10:19Z,game-telemetry,308,616,42,217338,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:12:40Z,game-telemetry,480,803,128,393309,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:15:22Z,game-telemetry,222,326,76,99693,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:17:43Z,game-telemetry,348,375,175,230057,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:22:19Z,game-telemetry,359,515,127,235140,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:24:55Z,game-telemetry,220,404,44,124056,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:27:16Z,game-telemetry,358,660,130,391688,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:29:52Z,game-telemetry,337,663,41,217223,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-08-30T06:32:13Z,game-telemetry,491,509,160,196163,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:37:34Z,game-telemetry,223,327,76,98717,60,59
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),v0.9.6,1.0.0,2026-08-30T06:42:14Z,game-telemetry,218,318,76,102811,60,59
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T22:01:17Z,game-telemetry,359,520,117,232633,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T22:52:08Z,game-telemetry,347,526,116,239244,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T22:54:48Z,game-telemetry,231,389,42,126232,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T22:57:02Z,game-telemetry,344,643,121,396603,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T22:59:41Z,game-telemetry,296,604,40,221225,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:01:55Z,game-telemetry,341,376,171,226220,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:04:34Z,game-telemetry,222,322,75,100347,60,59
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:07:09Z,game-telemetry,226,393,42,125956,60,59
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:09:26Z,game-telemetry,352,521,119,238318,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:12:03Z,game-telemetry,328,709,40,215540,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:14:19Z,game-telemetry,351,648,129,412017,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:21:07Z,game-telemetry,229,319,66,97002,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:23:24Z,game-telemetry,346,378,164,228835,60,60
bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:25:42Z,game-telemetry,348,521,122,232242,60,60
bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:28:22Z,game-telemetry,229,393,42,123437,60,59
endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:30:36Z,game-telemetry,347,664,120,394739,60,60
endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:33:15Z,game-telemetry,307,712,40,219435,60,59
canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:35:32Z,game-telemetry,352,377,164,198938,60,60
canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:38:14Z,game-telemetry,227,328,76,103799,60,59
