round,gate,label,runtime,game,device_model,device_brand,android_release,android_sdk,webview_version,migo_version,harness_version,timestamp,fps_source,first_frame_ms,game_ready_ms,cpu_pct,pss_peak_kb,fps_median,fps_1pct_low
1,"cold soc=33816mC max=2861000 waited=5s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:04:34Z,game-telemetry,222,322,75,100347,60,59
2,"cold soc=32265mC max=2861000 waited=0s",bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:07:09Z,game-telemetry,226,393,42,125956,60,59
2,"cold soc=32377mC max=2861000 waited=0s",bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:09:26Z,game-telemetry,352,521,119,238318,60,60
2,"cold soc=32912mC max=2861000 waited=5s",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:12:03Z,game-telemetry,328,709,40,215540,60,59
2,"cold soc=32133mC max=2861000 waited=0s",endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:14:19Z,game-telemetry,351,648,129,412017,60,60
2,"cold soc=33538mC max=2861000 waited=5s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:21:07Z,game-telemetry,229,319,66,97002,60,59
2,"cold soc=33037mC max=2861000 waited=0s",canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:23:24Z,game-telemetry,346,378,164,228835,60,60
3,"cold soc=34511mC max=2861000 waited=6s",bunnymark_webview,webview,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:25:42Z,game-telemetry,348,521,122,232242,60,60
3,"cold soc=34141mC max=2861000 waited=6s",bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:28:22Z,game-telemetry,229,393,42,123437,60,59
3,"cold soc=32951mC max=2861000 waited=0s",endless-runner_webview,webview,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:30:36Z,game-telemetry,347,664,120,394739,60,60
3,"cold soc=34231mC max=2861000 waited=5s",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:33:15Z,game-telemetry,307,712,40,219435,60,59
3,"cold soc=33135mC max=2861000 waited=0s",canvasmark_webview,webview,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),n/a,1.0.0,2026-09-01T23:35:32Z,game-telemetry,352,377,164,198938,60,60
3,"cold soc=33965mC max=2861000 waited=10s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),b2b62e4dafd41a46cae8a003825f34e7484dc3f9,1.0.0,2026-09-01T23:38:14Z,game-telemetry,227,328,76,103799,60,59
