round,arm,gate,label,runtime,game,device_model,device_brand,android_release,android_sdk,webview_version,migo_version,harness_version,timestamp,fps_source,first_frame_ms,game_ready_ms,cpu_pct,pss_peak_kb,fps_median,fps_1pct_low
2,optz,"TIMEOUT waited=424s soc=36537mC max=2861000 PROCEEDED-UNGATED",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T08:17:47Z,game-telemetry,235,328,70,89090,60,59
2,opt2,"TIMEOUT waited=424s soc=36935mC max=2861000 PROCEEDED-UNGATED",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T08:27:21Z,game-telemetry,317,631,42,207539,60,59
2,optz,"TIMEOUT waited=420s soc=36904mC max=2861000 PROCEEDED-UNGATED",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T08:36:51Z,game-telemetry,329,638,42,206428,60,59
3,optz,"TIMEOUT waited=421s soc=36992mC max=2861000 PROCEEDED-UNGATED",bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T08:46:13Z,game-telemetry,218,392,42,112701,60,59
3,opt2,"TIMEOUT waited=424s soc=36789mC max=2861000 PROCEEDED-UNGATED",bunnymark_migo,migo,bunnymark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T08:55:50Z,game-telemetry,237,376,42,112323,60,59
3,optz,"TIMEOUT waited=422s soc=36047mC max=2861000 PROCEEDED-UNGATED",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T09:05:22Z,game-telemetry,223,319,78,88075,60,59
3,opt2,"TIMEOUT waited=422s soc=36927mC max=2861000 PROCEEDED-UNGATED",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T09:14:55Z,game-telemetry,229,321,70,89175,60,59
3,optz,"TIMEOUT waited=424s soc=36610mC max=2861000 PROCEEDED-UNGATED",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T09:24:31Z,game-telemetry,291,729,40,206619,60,59
3,opt2,"TIMEOUT waited=423s soc=36982mC max=2861000 PROCEEDED-UNGATED",endless-runner_migo,migo,endless-runner,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:af5ba77,1.0.0,2026-08-25T09:34:05Z,game-telemetry,293,720,40,210086,60,59
1,merge-base,"cold soc=32982mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:44:59Z,game-telemetry,236,330,68,98609,60,59
1,current,"cold soc=33050mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:47:33Z,game-telemetry,235,327,78,98914,60,59
2,current,"cold soc=33302mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:49:52Z,game-telemetry,221,322,68,98980,60,59
2,merge-base,"cold soc=33084mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:52:24Z,game-telemetry,235,328,76,99255,60,59
3,merge-base,"cold soc=33487mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:54:45Z,game-telemetry,223,330,76,99376,60,59
3,current,"cold soc=33323mC max=2861000 waited=0s",canvasmark_migo,migo,canvasmark,TAS-AN00,HUAWEI,12,31,(com.huawei.webview; 114.0.5.302),local:b6704e8,1.0.0,2026-08-29T02:57:17Z,game-telemetry,234,317,72,98750,60,59
